step,energy,theta0,theta1,theta2,theta3,theta4,theta5
205,-1.8572750301566856,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,1.4226458861617186e-05
206,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,5.637312667389597e-11
207,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-3.5223961084754537e-10
208,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-5.083157837476602e-10
209,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-6.047761651898099e-10
210,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-6.643919605740274e-10
211,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-7.012365490585169e-10
212,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-7.240077574579398e-10
213,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-7.380811384698688e-10
214,-1.8572750301948115,3.1415862508032433,-2.877857095114595,-2.218424003492213e-07,0.04019855972283351,-1.0963216173523408e-09,-7.4830885056886e-10
215,-1.0636533500290943,0.0,0.0,0.0,0.0,0.0,0.0
216,-1.0636533500290943,0.0,0.0,0.0,0.0,0.0,0.0
217,-0.8755369955037555,1.0,0.0,0.0,0.0,0.0,0.0
218,-0.635112525218028,-1.618034,0.0,0.0,0.0,0.0,0.0
219,-0.987955969337913,-0.618033974844,0.0,0.0,0.0,0.0,0.0
220,-1.034162520672588,0.381966,0.0,0.0,0.0,0.0,0.0
221,-1.0636522319107573,-0.0023376628079623536,0.0,0.0,0.0,0.0,0.0
222,-1.0636533499876832,1.422644743346374e-05,0.0,0.0,0.0,0.0,0.0
223,-1.0636533500290943,1e-11,0.0,0.0,0.0,0.0,0.0
224,-1.0636533500290943,2.01e-11,0.0,0.0,0.0,0.0,0.0
225,-1.0636533500230525,5.434031642853811e-06,0.0,0.0,0.0,0.0,0.0
226,-1.0636533500282126,2.075627752977699e-06,0.0,0.0,0.0,0.0,0.0
227,-1.0636533500289655,7.928316527772799e-07,0.0,0.0,0.0,0.0,0.0
228,-1.0636533500290755,3.0284715756812654e-07,0.0,0.0,0.0,0.0,0.0
229,-1.0636533500290917,1.1568973987106702e-07,0.0,0.0,0.0,0.0,0.0
230,-1.063653350029094,4.420196966299199e-08,0.0,0.0,0.0,0.0,0.0
231,-1.0636533500290943,1.68960720276944e-08,0.0,0.0,0.0,0.0,0.0
232,-1.0636533500290941,2.732599652385848e-08,0.0,0.0,0.0,0.0,0.0
233,-1.0636533500290943,1.0450024496164083e-08,0.0,0.0,0.0,0.0,0.0
234,-1.0636533500290943,6.4661479560622725e-09,0.0,0.0,0.0,0.0,0.0
235,-1.0636533500290943,4.0039768024769906e-09,0.0,0.0,0.0,0.0,0.0
236,-1.0636533500290943,2.4822713157420643e-09,0.0,0.0,0.0,0.0,0.0
237,-1.0636533500290943,1.541805586953331e-09,0.0,0.0,0.0,0.0,0.0
238,-1.0636533500290943,9.60565790727115e-10,0.0,0.0,0.0,0.0,0.0
239,-1.0636533500290943,6.013398345062417e-10,0.0,0.0,0.0,0.0,0.0
240,-1.0636533500290943,3.7932597987923055e-10,0.0,0.0,0.0,0.0,0.0
241,-1.0636533500290943,2.4211386924868036e-10,0.0,0.0,0.0,0.0,0.0
242,-1.0636533500290943,1.5731211966723892e-10,0.0,0.0,0.0,0.0,0.0
243,-1.0636533500290943,1.0490175516642233e-10,0.0,0.0,0.0,0.0,0.0
244,-1.0636533500290943,7.251036795252466e-11,0.0,0.0,0.0,0.0,0.0
245,-1.0636533500290943,5.249138934717062e-11,0.0,0.0,0.0,0.0,0.0
246,-1.0636533500290943,4.0118979923789245e-11,0.0,0.0,0.0,0.0,0.0
247,-1.0636533500290943,4.0118979923789245e-11,0.0,0.0,0.0,0.0,0.0
248,-0.9114049951641827,4.0118979923789245e-11,1.0,0.0,0.0,0.0,0.0
249,-1.2443827226093989,4.0118979923789245e-11,-1.618034,0.0,0.0,0.0,0.0
250,-0.8906834422031146,4.0118979923789245e-11,-4.41463640731896,0.0,0.0,0.0,0.0
251,-1.143222935055687,4.0118979923789245e-11,-2.686241035113994,0.0,0.0,0.0,0.0
252,-1.2159017073531944,4.0118979923789245e-11,-1.000000025156,0.0,0.0,0.0,0.0
253,-1.244566302813935,4.0118979923789245e-11,-1.5849985928789425,0.0,0.0,0.0,0.0
254,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,0.0,0.0,0.0,0.0
255,-1.2445573521874218,4.0118979923789245e-11,-1.5534571208607515,0.0,0.0,0.0,0.0
256,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,0.0,0.0,0.0,0.0
257,-1.239700285052197,4.0118979923789245e-11,-1.569148606940153,1.0,0.0,0.0,0.0
258,-1.2334582030177415,4.0118979923789245e-11,-1.569148606940153,-1.618034,0.0,0.0,0.0
259,-1.242618991520885,4.0118979923789245e-11,-1.569148606940153,-0.618033974844,0.0,0.0,0.0
260,-1.2438186409728842,4.0118979923789245e-11,-1.569148606940153,0.381966,0.0,0.0,0.0
261,-1.244584275171588,4.0118979923789245e-11,-1.569148606940153,-0.002337662766000815,0.0,0.0,0.0
262,-1.2445843041999471,4.0118979923789245e-11,-1.569148606940153,1.4226473032553385e-05,0.0,0.0,0.0
263,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,1.5306315796942862e-09,0.0,0.0,0.0
264,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,7.653157898471431e-10,0.0,0.0,0.0
265,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,4.729911788623892e-10,0.0,0.0,0.0
266,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,2.9232463023703783e-10,0.0,0.0,0.0
267,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,1.8066656052391742e-10,0.0,0.0,0.0
268,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,1.1165807706683878e-10,0.0,0.0,0.0
269,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,6.900848800192664e-11,0.0,0.0,0.0
270,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,4.2649591873782727e-11,0.0,0.0,0.0
271,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,2.6358897864121432e-11,0.0,0.0,0.0
272,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,0.0,0.0,0.0
273,-1.244584304201022,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,0.0,0.0,0.0
274,-1.1611598992474614,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,1.0,0.0,0.0
275,-1.0554075621652679,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-1.618034,0.0,0.0
276,-1.211288296902862,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.618033974844,0.0,0.0
277,-1.2314341394948893,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,0.381966,0.0,0.0
278,-1.2445840661255039,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.003960002606765701,0.0,0.0
279,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,0.0,0.0
280,-1.2445845497995536,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016600583685252887,0.0,0.0
281,-1.244584549775182,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016271859057822137,0.0,0.0
282,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,0.0,0.0
283,-1.2393998614948836,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.0,0.0
284,-1.2327735054540268,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,-1.618034,0.0
285,-1.2424982488823553,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,-0.618033974844,0.0
286,-1.2437717509522563,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,0.381966,0.0
287,-1.2445845189952676,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,-0.0023376628079388503,0.0
288,-1.2445845498106658,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.42264472279161e-05,0.0
289,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.5798654688833038e-10,0.0
290,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,7.899327344416519e-11,0.0
291,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,4.8820528759791184e-11,0.0
292,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,3.017274667152878e-11,0.0
293,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,0.0
294,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,0.0
295,-1.239398362296591,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,1.0
296,-1.2327700901859082,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-1.618034
297,-1.2424976456098729,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-0.618033974844
298,-1.2437715159243579,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,0.381966
299,-1.2445845189863567,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-0.0023376627895772676
300,-1.2445845498106654,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,1.4226465592429484e-05
301,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-5.300679765845687e-10
302,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-2.6503398829228434e-10
303,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-3.6626796066433504e-10
304,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-4.28833997545323e-10
305,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-4.675019355830275e-10
306,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-4.914000360002222e-10
307,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-5.063140363602243e-10
308,-1.063654832839014,8.023795984757849e-11,-3.138297213880306,3.219061777096044e-11,-0.0032872442743075024,3.729556663278324e-11,-1.0126280727204487e-09
309,-1.244584549811807,4.0118979923789245e-11,-1.569148606940153,1.609530888548022e-11,-0.0016436221371537512,1.864778331639162e-11,-5.063140363602243e-10
310,-1.063654832839014,8.023795984757849e-11,-3.138297213880306,3.219061777096044e-11,-0.0032872442743075024,3.729556663278324e-11,-1.0126280727204487e-09
311,-0.9143237047976204,-2.4794893638219163e-11,0.9697871901416506,-9.94744813172888e-12,0.0010158143639136814,-1.1524964114162779e-11,3.129192891478549e-10
312,-1.1658131870008899,1.532408729480314e-11,-0.5993614562720048,6.147861158644927e-12,-0.0006278078145870282,7.122819671332479e-12,-1.9339475994920532e-10
313,-1.2129838325048419,5.5443066209359326e-11,-2.1685100237386554,2.2243169639231554e-11,-0.0022714299103938212,2.577060251862046e-11,-6.997087835725938e-10
314,-1.2445769755908085,3.988538391644653e-11,-1.5600121121886685,1.6001592646938307e-11,-0.0016340520142456272,1.853920508890986e-11,-5.033659819086905e-10
315,-1.2445845481000357,4.012259941614185e-11,-1.5692901738841207,1.6096760987391443e-11,-0.0016437704230216196,1.8649465699872824e-11,-5.063597154823282e-10
316,-1.244584549813326,4.0119084569794254e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
317,-1.2445845498133257,4.0119085616655496e-11,-1.569152740839224,1.6095351288336236e-11,-0.0016436264672522493,1.864783244370422e-11,-5.063153702371531e-10
318,-1.2445845498133254,4.011908352293302e-11,-1.5691526589487643,1.6095350448357004e-11,-0.0016436263814751776,1.8647831470516886e-11,-5.063153438137226e-10
319,-1.244584549813326,4.0119084569794254e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
320,-1.2387975480218598,1.000000000040119,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
321,-1.2314013976786602,-1.618033999959881,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
322,-1.2422558799923502,-0.6180339748038809,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
323,-1.2436773268195427,0.3819660000401191,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
324,-1.24458451541678,-0.0023376627922934256,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
325,-1.244584549812052,1.4226461383678463e-05,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
326,-1.244584549813326,3.224409457552534e-10,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
327,-1.244584549813326,1.812800151625238e-10,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
328,-1.244584549813326,1.2736133914774127e-10,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
329,-1.244584549813326,9.403776413562117e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
330,-1.244584549813326,7.344266177658051e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
331,-1.244584549813326,6.07141882852132e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
332,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
333,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-5.063153570254378e-10
334,-1.2393991118149765,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,0.9999999994936847
335,-1.232771797617089,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.6180340005063154
336,-1.2424979472091842,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-0.6180339753503153
337,-1.2437716334283277,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,0.38196599949368465
338,-1.2445845189923304,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-0.0023376627973163574
339,-1.2445845498121841,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,1.4226462342942073e-05
340,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.555304433864023e-09
341,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.0308098954447305e-09
342,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.231148976306594e-09
343,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.3549653398079748e-09
344,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.4314880622081872e-09
345,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.4787817064240803e-09
346,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.5080107865334054e-09
347,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
348,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,1.609535086834662e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
349,-1.2393991119846957,5.0508237248059005e-11,-1.5691526998939942,1.0000000000160953,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
350,-1.2327717980197577,5.0508237248059005e-11,-1.5691526998939942,-1.6180339999839046,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
351,-1.2424979472825284,5.0508237248059005e-11,-1.5691526998939942,-0.6180339748279047,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
352,-1.2437716334536095,5.0508237248059005e-11,-1.5691526998939942,0.3819660000160954,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
353,-1.2445845189923315,5.0508237248059005e-11,-1.5691526998939942,-0.002337662755130626,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
354,-1.2445845498121844,5.0508237248059005e-11,-1.5691526998939942,1.422649879413761e-05,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
355,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.4382764357535636e-10,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
356,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-6.386614635350487e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
357,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-9.44087196013466e-11,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
358,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.1328506831600321e-10,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
359,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
360,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436264243637135,1.8647831957110553e-11,-1.528027740828485e-09
361,-1.1614108944034518,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,0.9983563735756363,1.8647831957110553e-11,-1.528027740828485e-09
362,-1.0551097594127663,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-1.6196776264243637,1.8647831957110553e-11,-1.528027740828485e-09
363,-1.2111157540882838,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.6196776012683637,1.8647831957110553e-11,-1.528027740828485e-09
364,-1.2315454916796256,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,0.3803223735756363,1.8647831957110553e-11,-1.528027740828485e-09
365,-1.2445840554491392,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.003981289701589706,1.8647831957110553e-11,-1.528027740828485e-09
366,-1.2445845497950163,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016294004563841664,1.8647831957110553e-11,-1.528027740828485e-09
367,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,1.8647831957110553e-11,-1.528027740828485e-09
368,-1.2445844776865356,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0025365346330801365,1.8647831957110553e-11,-1.528027740828485e-09
369,-1.2445845497941255,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016581954835772007,1.8647831957110553e-11,-1.528027740828485e-09
370,-1.2445845498105246,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016491916270027717,1.8647831957110553e-11,-1.528027740828485e-09
371,-1.244584549813046,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016453853760672206,1.8647831957110553e-11,-1.528027740828485e-09
372,-1.244584549813276,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016443692213742047,1.8647831957110553e-11,-1.528027740828485e-09
373,-1.2445845498133155,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016439710407623938,1.8647831957110553e-11,-1.528027740828485e-09
374,-1.2445845498133234,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016437929116278433,1.8647831957110553e-11,-1.528027740828485e-09
375,-1.2445845498133252,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016437082836787463,1.8647831957110553e-11,-1.528027740828485e-09
376,-1.2445845498133261,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436669748713085,1.8647831957110553e-11,-1.528027740828485e-09
377,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436468271773307,1.8647831957110553e-11,-1.528027740828485e-09
378,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.001643634534912339,1.8647831957110553e-11,-1.528027740828485e-09
379,-1.2445845498133261,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.001643629839685049,1.8647831957110553e-11,-1.528027740828485e-09
380,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.001643628046267862,1.8647831957110553e-11,-1.528027740828485e-09
381,-1.2445845498133261,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436273612434728,1.8647831957110553e-11,-1.528027740828485e-09
382,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436267417312329,1.8647831957110553e-11,-1.528027740828485e-09
383,-1.2445845498133261,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.001643627099587447,1.8647831957110553e-11,-1.528027740828485e-09
384,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436268629548348,1.8647831957110553e-11,-1.528027740828485e-09
385,-1.2445845498133261,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269996437415,1.8647831957110553e-11,-1.528027740828485e-09
386,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.001643626909258129,1.8647831957110553e-11,-1.528027740828485e-09
387,-1.244584549813326,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269614686439,1.8647831957110553e-11,-1.528027740828485e-09
388,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,1.8647831957110553e-11,-1.528027740828485e-09
389,-1.2393991118757237,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,1.0000000000186478,-1.528027740828485e-09
390,-1.2327717978236112,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-1.6180339999813522,-1.528027740828485e-09
391,-1.242497947255082,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-0.6180339748253522,-1.528027740828485e-09
392,-1.2437716334322235,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,0.38196600001864783,-1.528027740828485e-09
393,-1.2445845189923324,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-0.0023376643123614793,-1.528027740828485e-09
394,-1.2445845498121846,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,1.4224893859268312e-05,-1.528027740828485e-09
395,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-3.1241279679879968e-09,-1.528027740828485e-09
396,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-1.552740068015443e-09,-1.528027740828485e-09
397,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-2.1529568186163596e-09,-1.528027740828485e-09
398,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-2.523911177857246e-09,-1.528027740828485e-09
399,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-2.7531735843163287e-09,-1.528027740828485e-09
400,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-2.894865546429861e-09,-1.528027740828485e-09
401,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-2.9824359965427356e-09,-1.528027740828485e-09
402,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-3.0365575121077964e-09,-1.528027740828485e-09
403,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-3.0771095655484455e-09,-1.528027740828485e-09
404,-1.2445845498133263,5.0508237248059005e-11,-1.5691526998939942,-1.249512936175173e-10,-0.0016436269378751374,-3.0771095655484455e-09,-1.528027740828485e-09
405,-1.2445845498118069,5.0508341894064014e-11,-1.5691567928478354,-1.2495125163465088e-10,-0.0016436312250850996,-3.0771095169077266e-09,-1.5280290614936987e-09
406,-1.2445845498093502,5.0508067927264934e-11,-1.5691460773555186,-1.2495136154722255e-10,-0.0016436200010236533,-3.0771096442507827e-09,-1.528025603947267e-09
407,-1.2445845498127455,5.0508172573272573e-11,-1.5691501703094628,-1.249513195643551e-10,-0.0016436242882337236,-3.0771095956100625e-09,-1.5280269246125137e-09
408,-1.2445845498131045,5.050827721927495e-11,-1.5691542632632012,-1.2495127758148975e-10,-0.0016436285754435778,-3.077109546969345e-09,-1.528028245277694e-09
409,-1.244584549813326,5.0508237250816715e-11,-1.5691527000018548,-1.2495129361641094e-10,-0.0016436269379881171,-3.077109565547164e-09,-1.5280277408632883e-09
